id,text,LN1,LN2,LN3,LN4,LN5,LN6,LN7,LN8,LN9,LN10,LN11,LN12,LN13,LN14,LN15,LN16,LN17,LN18,LN19,LN20,LN21
12459,担保范围包括《最高额综合授信合同》及其项下的每一笔具体业务所产生的贷款及垫款等债权的本金、利息（含复息、罚息）、印花税等全部余额之总和，还包括债权人实现债权的有关费用，包括但不限于法院依法收取的全部诉讼费用，律师依法收取的代理费、差旅费、调查费，有关部门收取的评估费、拍卖费、过户费、查询费等，还包括因债务人违约而应支付给债权人的违约金、赔偿金和其他费用；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12460,担保方式为连带责任保证；,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12461,保证期间为《最高额综合授信合同》及其项下具体业务合同约定的债务履行期限届满之日起两年，合同约定的债务到期日及贷款人按合同约定及法律规定宣布的债务提前到期日、合同解除日均为主合同债务人履行债务期限届满之日；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12462,保证人同意在其所担保的债权既有物的担保又有人的担保的，不论物的担保是债务人还是第三人提供的，债务人不履行到期债务，债权人可以就物的担保实现债权，也可以要求保证人对全部债务承担保证责任。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12463,同日，以被告岐丰集团为保证人、盛京银行为债权人，双方签订了编号为2080119214000016号的《盛京银行最高额保证合同》，该合同内容与前述盛京银行与被告岐丰钢铁签订的《盛京银行最高额保证合同》内容一致。,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12464,同日，以被告岐益公司为保证人、盛京银行为债权人，双方签订了编号为2080119214000018号的《盛京银行最高额保证合同》，该合同内容与前述盛京银行与被告岐丰钢铁签订的《盛京银行最高额保证合同》内容一致。,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12465,同日，以被告勇恒公司为保证人、盛京银行为债权人，双方签订了编号为2080119214000019号的《盛京银行最高额保证合同》，该合同内容与前述盛京银行与被告岐丰钢铁签订的《盛京银行最高额保证合同》内容一致。,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12466,同日，以被告王兴民为保证人、盛京银行为债权人双方签订了编号为2080119214000021号的《保证合同》，约定：为确保债务人泽宇公司与债权人签订的编号为2080190114000005号《最高额综合授信合同》（主合同）的履行，保证人愿意为债务人与债权人所形成的债务提供连带责任保证；,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12467,保证人确认，当债务人未按主合同约定履行其债务时，无论债权人对主合同项下的债权是否拥有其他担保，债权人均有权直接要求保证人在其保证范围内承担保证责任；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12468,保证范围为债权本金20000000元及利息（包括复利和罚息）、违约金、赔偿金和债权人实现债权而发生的费用（包括但不限于诉讼费、仲裁费、财产保全费、差旅费、执行费、评估费、拍卖费等）；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12469,保证期间为自本合同生效之日起至主合同项下的债务履行期限届满之日后两年止。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12470,同日，被告泽宇公司、王兴民、刘宝荣共同向盛京银行出具了《财产共有人同意保证人提供保证承诺书》，承诺：受信人泽宇公司向贵行申请授信20000000元，经受信人、保证人与保证人财产共有人同意保证人为受信人提供连带责任保证，并协助办理签订《最高额保证合同》，当受信人不能按期归还编号为2080190114000005的《最高额综合授信合同》项下授信本息时，共有人同意贵行按法律程序处分与保证人的共有财产。,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12471,该《财产共有人同意保证人提供保证承诺书》还记载了其他事项。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12472,同日，以被告刘凤岐为保证人、盛京银行为债权人双方签订了编号为2080119214000020的《保证合同》，被告泽宇公司、刘凤岐、张敬珍向盛京银行出具了《财产共有人同意保证人提供保证承诺书》，其内容均与前述盛京银行与被告王兴民签订的《保证合同》及为原告出具的《财产共有人同意保证人提供保证承诺书》记载一致。,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12473,同日，以被告唐未建为保证人、盛京银行为债权人双方签订了编号为2080119214000022的《保证合同》，其内容均与前述盛京银行与被告王兴民签订的《保证合同》记载一致。,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12474,同日，盛京银行向被告泽宇公司发放了贷款20000000元，2014年12月20日之前的利息已经结清，自2014年12月21日开始欠息。,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12475,2015年4月7日，以原告为受让方（乙方），盛京银行为转让方（甲方），双方签订了《债权转让合同》，约定：乙方受让甲方所享有的全部债权，包括本金债权和利息债权、以及自2015年3月31日至债务人实际清偿完毕之日的利息、罚息、复息、实现债权的费用及担保权益；,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12476,甲方拥有泽宇公司的到期利息债权，该债权（转让标的）所依据的合同为《盛京银行最高额综合授信合同》、《盛京银行流动资金借款合同》、《盛京银行最高额保证合同》、《盛京银行保证合同》，截止2015年3月31日，债权中流动资金借款本金20000000元，欠息403881.14元，总计为20403881.14元，此外自2015年3月31日至债务人实际清偿完毕之日的利息、罚息、复息及实现债权所产生的费用（包括但不限于诉讼费、保全费、公告费、律师费等）也应包括在债权范围内。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12477,甲方拟将转让标的转让予乙方，乙方同样受让甲方的转让标的，转让款为20403881.14元。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12478,原告于2015年3月31日支付了转让价款。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12479,2015年4月8日，盛京银行在报刊中向被告泽宇公司、岐丰钢铁、岐丰集团、岐益公司、勇恒公司、刘凤岐、张敬珍、王兴民、刘宝荣、唐未建发布债权转让公告，告知其盛京银行已将合法拥有的对泽宇公司的债权转让给原告，自转让之日起，受让人取得债务人欠付债权人包括本金、利息、罚息、实现债权的费用，以及担保物权等在内的全部债权，并有权依法要求债务人清偿并承担偿债责任，同时有权要求各保证人在保证范围内继续承担保证责任，有权要求提供物权担保的担保人继续承担担保责任。,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12480,该《债权转让公告》还记载了其他事项。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12481,2017年1月13日，原告与北京市京师律师事务所签订了《委托代理协议》，约定原告为与被告泽宇公司等欠款事宜，签订该合同，先期律师办案经费为50000元，回款金额后的30%作为律师费。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12482,后北京市京师律师事务所为原告出具了50000元的增值税发票。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12483,当事人围绕诉讼请求依法提交了《最高额综合授信合同》、《盛京银行流动资金借款合同》、借款凭证、《盛京银行最高额保证合同》、《保证合同》、《财产共有人同意保证人提供保证承诺书》、《债权转让合同》、报刊公告、付款回单、委托代理协议、增值税发票等证据，本院组织当事人进行了证据交换和质证。,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12484,本院认为，盛京银行与被告泽宇公司签订的《最高额综合授信合同》、《盛京银行流动资金借款合同》，与被告岐丰钢铁、岐丰集团、岐益公司、勇恒公司分别签订的《盛京银行最高额保证合同》，与被告刘凤岐、王兴民、唐未建分别签订的《保证合同》为各方当事人真实意思表示，内容不违反国家法律、法规强制性规定，合同合法有效。,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12485,合同各方当事人应当按照合同约定履行各自义务。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12486,盛京银行依照《最高额综合授信合同》、《盛京银行流动资金借款合同》的约定，向被告泽宇公司发放了贷款，被告泽宇公司应当依约还本付息。,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12487,被告岐丰钢铁、岐丰集团、岐益公司、勇恒公司为被告泽宇公司的上述债务提供了最高额保证担保，被告刘凤岐、王兴民、唐未建为被告泽宇公司的上述债务提供了连带责任保证担保，故应按照约定对被告泽宇公司所欠的上述贷款本息及实现债权的相关费用承担最高额保证担保及连带保证责任，并在承担保证责任后，有权向被告泽宇公司追偿。,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12488,盛京银行与原告签订了《债权转让合同》，将本案所涉债权转让给原告，并通知了各被告，原告有权要求各被告依约履行还本付息的合同义务及担保义务。,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12489,被告泽宇公司未按约还本付息，借款合同期内的利息、复利，应当按照合同约定的利息标准支付。,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12490,同时应当指出，复利的计算基数应仅为正常利息即合同期内的应付利息，不包括逾期罚息。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12491,对于借款合同期满后的罚息及复利，因被告泽宇公司逾期偿还借款本息，构成违约，被告泽宇公司应当承担违约责任，原告并未举证证明其损失情况，而计收复利的权利专属于金融机构，故本院将原告的损失酌定为按照中国人民银行同期同类贷款基准利率的1.5倍计算，对于超过的部分，本院不予支持。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12492,关于律师费，原告该项主张依据不足，本院不予支持。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12493,关于被告张敬珍、刘宝荣的责任承担，其分别作为刘凤岐、王兴民的配偶，在《财产共有人同意保证人提供保证承诺书》上签字确认，应分别对刘凤岐、王兴民担保的上述债务在夫妻共同财产范围内承担连带责任。,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12494,综上，依照《中华人民共和国合同法》第二百零五条、第二百零六条、第二百零七条，《中华人民共和国担保法》第十四条、第十八条、第三十一条，《中华人民共和国民事诉讼法》第六十四条第一款、第一百四十四条的规定，判决如下：,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12495,一、被告天津市泽宇包装制品有限公司于本判决生效之日起十日内给付原告哈尔滨东力房地产开发有限责任公司借款本金20000000元和截至2015年3月31日的利息403881.14元、以及以20000000元本金为基数，自2015年4月1日起至2015年5月6日止的利息及复利（按照《盛京银行流动资金借款合同》约定的标准计算），以及以20000000元为基数，自2015年5月7日至本判决确定的给付之日止按中国人民银行同期同类贷款基准利率的1.5倍计算的损失；,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12496,二、被告天津市岐丰钢铁有限公司对上述第一项给付事项在编号为2080119214000017号的《盛京银行最高额保证合同》约定的担保范围内承担连带保证责任，在承担保证责任后，有权向被告天津市泽宇包装制品有限公司追偿；,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12497,三、被告天津岐丰集团有限公司对上述第一项给付事项在编号为2080119214000016号的《盛京银行最高额保证合同》约定的担保范围内承担连带保证责任，在承担保证责任后，有权向被告天津市泽宇包装制品有限公司追偿；,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12498,四、被告天津市岐益工贸有限公司对上述第一项给付事项在编号为2080119214000018号的《盛京银行最高额保证合同》约定的担保范围内承担连带保证责任，在承担保证责任后，有权向被告天津市泽宇包装制品有限公司追偿；,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12499,五、被告天津勇恒实业有限公司对上述第一项给付事项在编号为2080119214000019号的《盛京银行最高额保证合同》约定的担保范围内承担连带保证责任，在承担保证责任后，有权向被告天津市泽宇包装制品有限公司追偿；,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12500,六、被告刘凤岐对上述第一项给付事项承担连带保证责任，并在承担责任后，有权向被告天津市泽宇包装制品有限公司追偿；,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12501,七、被告王兴民对上述第一项给付事项承担连带保证责任，并在承担责任后，有权向被告天津市泽宇包装制品有限公司追偿；,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12502,八、被告唐未建对上述第一项给付事项承担连带保证责任，并在承担责任后，有权向被告天津市泽宇包装制品有限公司追偿；,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12503,九、被告张敬珍对被告刘凤岐承担的上述第六项给付事项在夫妻共同财产范围内承担连带给付责任；,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12504,十、被告刘宝荣对被告王兴民承担的上述第七项给付事项在夫妻共同财产范围内承担连带给付责任；,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12505,十一、驳回原告哈尔滨东力房地产开发有限责任公司的其他诉讼请求。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12506,如果未按本判决指定的期间履行金钱给付义务，应当按照《中华人民共和国民事诉讼法》第二百五十三条的规定，加倍支付迟延履行期间的债务利息。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12507,案件受理费143819元，公告费600元，共计144419元，由被告天津市泽宇包装制品有限公司、天津市岐丰钢铁有限公司、天津岐丰集团有限公司、天津市岐益工贸有限公司、天津勇恒实业有限公司、刘凤岐、王兴民、唐未建共同负担。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12508,本院认为：原贷款人与各被告所签订的书面合同系当事人真实意思表示，当事人均应按约全面实际履行，原贷款人将本案债权让与原告，且已尽通知义务，原告已受让该主债权，并取得与该主债权有关的抵押权、保证及附属于主债权的利息等从权利。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12509,但原告主张的欠息计算有误，本院将暂计至2015年5月20日的欠息调整为利息170558.14元、罚息1176000元、复利14916.79元，且复利仅能对未付利息计算。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12510,依照《中华人民共和国合同法》第六十条第一款、第八十一条、第一百零七条、第二百零五条、第二百零六条、第二百零七条，《中华人民共和国物权法》第一百七十三条、第一百七十六条、第一百八十条、第一百八十八条、第一百九十五条、第一百九十九条、第二百零三条、第二百零六条、第二百零七条，《中华人民共和国担保法》第十二条、第十四条、第十八条、第二十一条、第三十一条，《中华人民共和国民事诉讼法》第一百四十四条之规定，判决如下：,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12511,一、被告浙江赛日新材料科技有限公司归还原告中国信达资产管理股份有限公司浙江省分公司借款本金14000000元，支付利息170558.14元、罚息1176000元、复利14916.79元，并支付自2015年5月21日起至实际履行日止按涉案《流动资金借款合同》约定计算罚息、复利（复利仅对未付利息计收，不得对罚息或复利计收复利），于本判决生效之日起十日内付清；,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12512,二、如被告浙江赛日新材料科技有限公司未履行前述第一项付款义务，则原告中国信达资产管理股份有限公司浙江省分公司有权就被告宁波华央毛绒制品有限公司名下坐落于XX市XX街道XX村的房产及土地[房产证号：余房权证XX街道字第××号、余房权证XX街道字第××号、余房权证XX街道字第××号；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12513,土地证号：XX镇国用（XX）字第XX号]，被告余姚市毛绒厂名下坐落于XX市XX街道XX村的房产及土地[房产证号：余房权证XX街道字第××号、余房权证XX街道字第××号、余房权证XX街道字第××号；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12514,土地证号：XX镇国用（XX）字第XX号]折价，或以拍卖、变卖所得价款依法定顺序在相应《最高额抵押合同》约定的最高额担保范围内优先受偿；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12515,被告宁波华央毛绒制品有限公司、余姚市毛绒厂承担抵押责任后，有权向被告浙江赛日新材料科技有限公司追偿；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12516,三、被告陈维君、宁波欣湾建设开发有限公司、明州新型塑材科技有限公司、宁波维远国际贸易有限公司对上述第一项付款义务承担连带清偿责任，前述保证人实际承担保证责任后，有权向被告浙江赛日新材料科技有限公司追偿；,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12517,本案案件受理费114228元，由原告中国信达资产管理股份有限公司浙江省分公司承担259元，被告浙江赛日新材料科技有限公司、宁波华央毛绒制品有限公司、余姚市毛绒厂、陈维君、宁波欣湾建设开发有限公司、明州新型塑材科技有限公司、宁波维远国际贸易有限公司共同负担113969元（其中被告宁波华央毛绒制品有限公司、余姚市毛绒厂负担案件受理费分别以108466元、107917元为限）;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12518,财产保全费5000元，由七被告共同负担。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12519,各被告应负担的前述诉讼费用应于本判决生效之日起十日内交纳本院。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12520,协议签订后，兰考县农村信用合作联社在2015年7月2日向被告发放贷款5万元，被告基本按时支付利息，但是到期以后却没有按时还本付息，兰考县农村信用合作联社依约在2016年12月30日从原告的保证金账户中划出本金5万元和利息4251.58元（后还），原告代被告归还了借款本金。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12521,被告张世民、赵玉歌未到庭参加诉讼，亦未提交书面答辩意见。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12522,被告张世民是兰考县扶贫开发领导小组办公室确认的符合小额贴息贷款条件的建档立卡贫困户。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12523,被告张世民与被告赵玉歌系夫妻关系。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12524,2015年7月2日，被告张世民以养鸭需要资金为由，与兰考农商银行仪封支行签订了个人借款合同，申请贷款5万元，月利率为6‰，贷款期限为12个月，自2015年7月2日起至2016年7月2日止。,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12525,该贷款到期后，被告张世民未向兰考农商银行仪封支行支付借款本金50000元及相应利息。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12526,2016年12月30日，兰考农商银行仪封支行依据兰考县惠民扶贫贴息小额担保贷款担保合作协议，扣划了原告兰考县财政局提供的担保金54251.58元，其中本金50000元，利息4251.58元。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12527,后经原告多次催要，被告张世民偿还贷款利息4251.58元，但贷款本金50000元至今未偿还。,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12528,本案中，原告兰考县财政局作为保证人代被告张世民向兰考农商银行仪封支行偿还贷款本息后，有权向被告张世民追偿，故对原告兰考县财政局要求被告张世民偿还其代为支付的贷款本金共计50000元的诉请，本院予以支持。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12529,该笔债务发生在二被告婚姻关系存续期间，因此被告赵玉歌应承担连带清偿责任。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12530,被告张世民、赵玉歌于本判决生效后十日内连带偿还原告兰考县财政局代为支付的贷款本金共计50000元。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12531,案件受理费减半收取525元，由被告张世民、赵玉歌负担。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12532,原告洞口县渣坪乡人民政府向本院提出诉讼请求：判令被告偿还原告贷款本金30000元，至2016年3月31日利息36747元及后续利息。,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12533,事实与理由：被告刘凡水于2005年1月25日在湖南省洞口县农村商业银行股份有限公司（原洞口县农村信用社）贷款30000元，约定2005年12月25日到期，月利率为9‰，按月还息，到期还本。,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12534,借款到期后，被告未按约定履行，现该债权已转给洞口县渣坪乡人民政府。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12535,被告刘凡水辩称，被告当初确实向信用社借了钱，但借钱时是谢小平要办厂，让被告帮他借钱，他说贷款已联系好，只要被告签字就可以，被告当时去签了个字。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12536,后来厂子经营不善垮了，钱一直没有追回。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12537,被告现在体弱多病，无力偿还。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12538,原告围绕诉讼请求依法提交了证据，被告没有异议，经审查，原告提供的证据符合真实性、合法性、关联性原则，本院予以认定并在卷佐证。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12539,根据当事人陈述和经审查确认的证据，本院对原告起诉的事实予以确认。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12540,另查明，该笔借款的利息已支付至2007年1月17日止。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12541,湖南省洞口县农村商业银行股份有限公司将债权转让给原告，合法有效，被告应按原借款合同向原告履行义务，故原告要求被告偿还借款及利息本院予以支持。,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12542,被告主张该款系帮谢小平所借，应由谢小平偿还，但根据合同相对性原则，其与谢小平之间的关系不影响合同效力，故本院不予采纳。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12543,原告主张的利息金额小于被告与湖南省洞口县农村商业银行股份有限公司借款合同约定而计算的利息额，是民事权利的处分。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12544,据此，依照《中华人民共和国合同法》第六十条第一款，第八十条第一款，《中华人民共和国民事诉讼法》第十三条第二款的规定，判决如下：,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12545,由被告刘凡水在本判决生效后15日内偿还原告洞口县渣坪乡人民政府借款30000元及利息36747元。,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12546,如未按本判决书指定的期间履行给付金钱义务，应当依照《中华人民共和国民事诉讼法》第二百五十三条之规定加倍支付迟延履行期间的债务利息。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12547,本案受理费1450元，由被告刘凡水负担。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12548,原告向本院提出诉讼请求：一、判令被告河田公司立即归还原告流动资金贷款本金人民币2900万元及按合同约定计算的利息、逾期利息、复利至判决确定的履行之日（暂算至2016年8月29日，利息、逾期利息复利暂计4630897.86元）；,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12549,二、如被告河田公司未履行上述第一项债务，则原告有权拍卖、变卖或折价河田公司提供抵押的位于瓯海区××桥街道高翔工业区的房产土地使用权{温国用（2009）第3-115198号}所得价款在9975万元限额内优先受偿；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12550,三、如被告河田公司未履行上述第一项债务，则原告有权拍卖、变卖或折价被告朱爱武、陈云烽提供抵押的位于温州市鹿城区新城大道豪都花园4幢1201室房产（所有权证号为温房权证鹿城区字第××、60××30号）所得价款在690万元限额内优先受偿；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12551,四、如被告河田公司未履行上述第一项债务，则原告有权拍卖、变卖或折价被告朱爱武提供抵押的位于温州市鹿城区东明路中瑞曼哈屯1幢402室的房产（所有权证号为温房权证鹿城区字第××号）所得价款在1460万元限额内优先受偿；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12552,五、判令被告朱爱武对上述第一项债务在1.46亿元的最高额保证范围内承担连带清偿责任；,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12553,六、判令被告陈云烽对上述第一项债务在1.46亿元的最高额保证范围内承担连带清偿责任；,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12554,七、判令被告高邦公司对上述第一项债务承担600万元的连带清偿责任；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12555,八、本案诉讼费、财产保全费、公告费、评估费、鉴定费、拍卖费等以及其他实现债权的费用均由上述被告连带承担。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12556,事实与理由：2014年3月5日，河田公司（原名称为高邦集团有限公司）与中国建设银行股份有限公司温州分行(以下简称建设银行)签订编号为62353592502014844002的《最高额抵押合同》，合同约定：河田公司以位于瓯海区××桥街道高翔工业区的房产土地使用权{温国用（2009）第3-115198号}为河田公司与建设银行在2014年3月5日至2014年9月30日期间签订的主合同项下的一系列债务提供最高额为9975万元的抵押担保，并办理了抵押登记。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12557,2014年3月28日，朱爱武、陈云烽与建设银行签订编号为62353592502014844003的《最高额抵押合同》，合同约定：朱爱武、陈云烽以其所有的位于温州市鹿城区新城大道豪都花园4幢1201室房产（所有权证号为温房权证鹿城区字第××、60××30号）为河田公司与建设银行在2014年3月31日至2017年3月30日期间签订的主合同项下的一系列债务提供最高额为690万元的抵押担保，并办理了抵押登记。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12558,2012年1月20日，朱爱武与建设银行签订编号为62353592502012898004的《最高额抵押合同》，合同约定：朱爱武以其所有的位于温州市鹿城区东明路中瑞曼哈屯1幢402室的房产（所有权证号为温房权证鹿城区字第××号）为河田公司与建设银行在2012年1月20日至2017年1月20日期间签订的主合同项下的一系列债务提供最高额为1460万元的抵押担保，并办理了抵押登记。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12559,朱爱武、陈云烽分别于2013年1月6日、2013年1月7日与建设银行签订《最高额保证合同》各一份（编号依次为6235359992013898055-2、6235359992013898055-1），约定朱爱武、陈云烽均自愿分别为河田公司与建设银行在2013年1月6日至2016年1月6日、2013年1月7日至2016年1月6日期间签订的主合同项下的一系列债务分别提供最高限额均为1.46亿元的连带责任保证。,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12560,2014年3月17日，高邦公司与建设银行签订编号为6235359992014844009的《保证合同》，约定高邦公司自愿为河田公司与建设银行签订的主合同编号为62353512302014844006项下的一系列债务提供600万元的连带责任保证。,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12561,2014年3月5日，河田公司与建设银行签订编号为62353512302014844006的《人民币流动资金贷款合同》，合同约定：河田公司向建设银行借款2900万元；,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12562,借款期限六个月，即从2014年3月6日至2014年9月5日；,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
